公司名稱,產業類別,聯絡人,產業描述,電話,資本額,傳真,員工人數,地址,公司網址,官方,地址相同,資本額誤差
十億國際股份有限公司,其他金屬相關製造業,謝小姐,國外品牌代理銷售、時尚家居用品的設計開發,暫不提供,800萬元,暫不提供,30人,臺南市永康區中華路1-48號10樓,https://www.fellowproducts.com.tw,,,
台灣東洋先端科技股份有限公司,光電產業,暫不提供,本公司產製彩色光阻劑之化學精密製造商,暫不提供,4億5000萬元,暫不提供,169人,暫不提供,http://www.toyoinkgroup.com.tw/info/tw/,,,
大埔鐵板燒_文明餐飲店,餐館業,葉先生,餐館業,06-2282266,暫不提供,暫不提供,暫不提供,臺南市北區西門路三段176號1樓,,,,
老丘飲料店,飲料店業,張先生,飲料店業,0921-174121,暫不提供,暫不提供,10人,臺南市中西區南門路105號1樓,,,,
名享汽車商行,汽機車及其零配件╱用品零售業,郭小姐,汽車銷售,暫不提供,暫不提供,06-2019035,15人,臺南市永康區永大路二段1069號,,,,
必鋮股份有限公司,其他商品批發業,黃子紜,扣件批發,06-2360687,2000萬元,暫不提供,16人,臺南市東區大同路二段615號10樓之4,http://www.bcr.com.tw,,,
成大藥品股份有限公司,藥品製造業,林先生,西藥製造業,暫不提供,2100萬元,暫不提供,50人,臺南市麻豆區關帝廟80號,,,,
悅誠室內裝修有限公司,室內設計業,暫不提供,室內設計業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://reurl.cc/3jk79X,,,
台根企業有限公司,綜合商品批發代理業,翁小姐,綜合商品批發代理業,06-2051618,5000萬元,06-2051548,暫不提供,臺南市仁德區太乙路98號,,,,
台灣大哥大關廟中山店_佾勻電通有限公司,電子通訊╱電腦週邊零售業,蔡小姐,電子通訊╱電腦週邊零售業,06-5952393,暫不提供,06-5958716,暫不提供,臺南市關廟區中山路二段137-2號1樓,,,,
双十八木職人茶飲-民生店_喝久久商行,飲料店業,蘇先生,飲料店業,暫不提供,暫不提供,暫不提供,5人,臺南市中西區藥王里民生路2段108號1樓,https://www.double18tea.tw/,,,
欣維會計師事務所,會計服務業,王小姐,會計服務業,06-3316488,暫不提供,暫不提供,暫不提供,臺南市東區裕信路129號,,,,
鎰菖有限公司,空調水機電工程業,暫不提供,空調水機電工程業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
台南市私立康寧護理之家,其他醫療保健服務業,陳小姐,其他醫療保健服務業,06-6792296,暫不提供,06-6792297,暫不提供,臺南市下營區中營里1053號,https://www.facebook.com/台南市私立康寧護理之家-822493041186003/,,,
奇點網路行銷,網際網路相關業,暫不提供,網際網路相關業,暫不提供,300萬元,暫不提供,5人,暫不提供,,,,
嘉宏顏料廠有限公司,建物裝修及裝潢業,李先生,建材傢具裝潢相關業,06-2323175,2000萬元,06-2321642,20人,臺南市永康區中山北路450號,http://www.yingmei.com.tw,,,
天穗製藥有限公司,藥品製造業,劉小姐,藥品製造業,06-2704996,暫不提供,06-2706259,暫不提供,臺南市仁德區中正路三段159號,,,,
臺南市私立佳恩幼兒園,學前教育事業,陳春鳳園長,幼稚園,06-2952628,100萬元,06-2954110,15人,臺南市中西區大涼里12鄰金城街25號,http://chiaen.topschool.com.tw/,,,
蘋果世界有限公司,電子通訊/電腦週邊批發業,黃小姐,網頁設計、seo優化、關鍵字廣告、FB、IG、LINE廣告行銷,暫不提供,暫不提供,暫不提供,25人,臺南市北區西門路四段533巷77號,https://www.i-web.com.tw/,,,
冠曄科技有限公司,通用機械設備製造修配業,方小姐,通用機械設備製造修配業,06-2535308,暫不提供,06-2535309,20人,臺南市永康區蔦松里正北一路136巷17號,,,,
漢津機電有限公司,其他機械製造修配業,暫不提供,自動化設備關鍵零組件,暫不提供,1000萬元,暫不提供,暫不提供,暫不提供,,,,
双十八木職人茶飲-東寧店_東芯企業社,飲料店業,黃小姐,飲料店業,06-2088183,暫不提供,暫不提供,8人,臺南市東區崇誨里東寧路294號1樓,,,,
台南市私立瀚學文理短期補習班,補習班,陳小姐,補習班,暫不提供,暫不提供,暫不提供,暫不提供,臺南市新營區東學路47巷1弄1號,,,,
立驛國際有限公司,旅遊服務業,莊小姐,旅遊服務業,06-2990239,2280萬元,06-2990529,10人,臺南市安平區安億路501號(安平漁人碼頭白色貨櫃屋),https://anpingcanal.com.tw,,,
鑑智實相科技股份有限公司,其它軟體及網路相關業,吳小姐,資訊安全暨數位鑑識,暫不提供,1億210萬元,暫不提供,暫不提供,臺南市歸仁區歸仁十三路一段6號4樓405室,https://www.digiforen.com,,,
恆大實業有限公司,塑膠製品製造業,陳先生,塑膠製品製造業,暫不提供,300萬元,暫不提供,80人,臺南市歸仁區南興里民生北街61號,https://www.thh-helmets.com.tw/,,,
邰富企業股份有限公司,其他金屬相關製造業,郭小姐,金屬原料及金屬加工業,06-2027868,5000萬元,06-2027869,50人,臺南市永康區興工路23號,http://www.masterflow.com.tw,,,
凌廣工業股份有限公司,其他機械製造修配業,管理部,粉碎、混合機械設備；整廠規劃設計製造。,暫不提供,5500萬元,暫不提供,46人,臺南市永康區正北三路171號,https://www.mill.com.tw,,,
柏克萊留遊學顧問有限公司,其他教育服務業,暫不提供,文教機構,暫不提供,暫不提供,暫不提供,12人,暫不提供,https://www.facebook.com/hwberkeley2/,,,
拇舢號牙醫診所,診所,暫不提供,牙科診所,暫不提供,暫不提供,暫不提供,20人,暫不提供,https://mushan.yyd.com.tw/,,,
允營豐有限公司,電力機械器材製造修配業,黃小姐,機械相關業,06-2660025,暫不提供,06-2660028,23人,臺南市仁德區保安里開發六路2-3號,,,,
耀美鮮食品有限公司,其他食品製造業,暫不提供,其他食品製造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.kuotsailai.com/about/1.htm,,,
虹彩光電股份有限公司,其他電子零組件相關業,陳小姐,光電相關,暫不提供,2億,暫不提供,50人,臺南市歸仁區歸仁十三路一段160號3樓之3,http://www.iris-opt.com/,,,
味佳快餐店文賢店,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.facebook.com/weijia3583837/,,,
齊普生鮮超市_齊購商行,量販流通相關業,沈小姐,量販流通相關業,0939-683508,暫不提供,暫不提供,暫不提供,臺南市仁德區中正路二段369號,,,,
台灣房屋安平特許加盟店_驊慶企業有限公司,不動產經營業,江小姐/黃小姐,不動產相關業,06-2935578,100萬元,06-2935605,14人,臺南市安平區建平十一街290號,http://www.tainan-top1.com.tw/Default.aspx,,,
遠傳牙醫診所,其他醫療保健服務業,陳小姐,其他醫療保健服務業,暫不提供,100萬元,暫不提供,20人,臺南市善化區大成路306號,,,,
GoogolCompany_鴻海綜合能源股份有限公司,光電產業,林先生,太陽能光電產業,06-2637188,5999萬元,暫不提供,100人,臺南市南區安平工業區新和一路3巷7-1號2樓,https://www.target-solar.com/zh-tw/,,,
臺南市私立美麗園老人長期照顧中心(養護型),其他醫療保健服務業,陳小姐,其他醫療保健服務業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市安南區北汕尾三路532號,http://www.ukminc.com,,,
宏鐿工業有限公司,其他電子零組件相關業,暫不提供,其他電子零組件相關業,暫不提供,500萬元,暫不提供,13人,暫不提供,,,,
台灣陽光菓菓有限公司,其他零售業,陳小姐,食品製造業,暫不提供,900萬元,暫不提供,10人,臺南市歸仁區中山路一段2巷7號9號,https://www.sunnygogo.com.tw/,,,
泰興工程行,其他營造業,暫不提供,其他營造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
台南市私立同安老人長期照顧中心(養護型),其他醫療保健服務業,暫不提供,其他醫療保健服務業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
業弘科技模具有限公司,其他金屬相關製造業,吳小姐,螺帽模具生產製造,06-2302899,暫不提供,06-2301388,暫不提供,臺南市歸仁區中山路一段236號之8,,,,
佐翼科技有限公司,其他相關製造業,陳小姐,商用無人機與自動化系統開發,06-2097595,930萬元,暫不提供,15人,臺南市歸仁區歸仁十三路一段6號三樓,https://www.droxotech.com/,,,
波士頓診所,醫院,陳俊伯先生,診所,06-2527333,1000萬元,06-2159677,10人,臺南市北區海安路三段872號1樓,http://www.bostontw.com/,,,
元品心理諮商所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,http://www.opin.tw,,,
台慶不動產台南崇善文化加盟店_町龍房地產開發有限公司,不動產經營業,李小姐,#不動產買賣#房屋買賣#不動產租賃#土地買賣#實境線上看屋找房#租賃代租代管#全國第一品牌房屋仲介#永慶不動產#台慶不動產#有巢氏不動產,06-2908899,暫不提供,06-2900957,10人,臺南市東區崇善路370號1樓,https://shop.yungching.com.tw/062908899,,,
澤偉室內裝修有限公司,建物裝修及裝潢業,暫不提供,建物裝修及裝潢業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
昕安內科診所,診所,徐主任,診所,06-2725237,暫不提供,06-2310922,暫不提供,臺南市永康區永大路二段1012號,,,,
牛苑溫體牛肉火鍋,餐館業,蔡小姐,餐館業,06-3840057,暫不提供,暫不提供,暫不提供,臺南市中西區中正路140號,,,,
陳育瑄小兒科診所,診所,暫不提供,小兒科診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.facebook.com/drchen5960077/,,,
臺南市私立允智允聖文理短期補習班,補習班,黃先生,補習班,暫不提供,100萬元,暫不提供,5人,臺南市安南區安富街167巷4號,,,,
文鎮股份有限公司,通訊機械器材相關業,張小姐,製造商,暫不提供,8000萬元,暫不提供,32人,臺南市柳營區環園東路二段22號,http://www.opek.com.tw,,,
永道營造有限公司,土木工程業,暫不提供,營造業,暫不提供,3250萬元,暫不提供,20人,暫不提供,,,,
百徠企業有限公司,其他相關製造業,暫不提供,其他相關製造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,http://www.bright-lamp.com.tw/,,,
維鉅創新應用有限公司,網際網路相關業,鄭小姐,網際網路相關業,暫不提供,暫不提供,暫不提供,6人,臺南市北區西門路三段134號5F之6,https://www.shiyuefei.com/,,,
新興醫療社團法人新興醫院,醫院,黃小姐,醫院,暫不提供,暫不提供,暫不提供,暫不提供,臺南市新營區中興路10號,,,,
尚奕光學有限公司,光學器材製造業,侯小姐,光學鏡片,06-3840029,1500萬元,06-3840030,40人,臺南市安南區科技三路68號,,,,
葳誠科技有限公司,電腦系統整合服務業,蕭先生,電腦系統整合服務業,暫不提供,200萬元,暫不提供,25人,臺南市東區崇德四街3巷17號1樓,,,,
盛偉木箱行,其他零售業,暫不提供,木箱零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
昌鈦國際企業有限公司,其他電子零組件相關業,暫不提供,其他電子零組件相關業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
穎霖機械工業股份有限公司,專用生產機械製造修配業,暫不提供,專業機械製造大廠,暫不提供,1億,暫不提供,50人,暫不提供,,,,
達邦蛋白股份有限公司,其他相關製造業,姚小姐,生物科技,暫不提供,3億131萬元,暫不提供,51人,臺南市安南區臺南科技工業區工業三路52號,http://www.dabombprotein.com.tw/,,,
有村藝術文化有限公司,室內設計業,暫不提供,室內設計業,暫不提供,100萬元,暫不提供,3人,暫不提供,https://sean90104126.wixsite.com/newlocal,,,
嘉笙開發有限公司,電力機械器材製造修配業,暫不提供,電力機械器材製造修配業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
郁得實業股份有限公司,其他運輸工具及零件製造修配業,林小姐/邱先生,其他運輸工具及零件製造修配業,暫不提供,600萬元,暫不提供,70人,臺南市安定區中沙里中崙166號,http://www.lumen.com.au/,,,
U.I.JHotel&Hostel友愛街旅館_富寓安泊旅館股份有限公司,旅館業,曾小姐,飯店旅館業,暫不提供,2億,暫不提供,50人,臺南市中西區友愛街115巷5號2樓,http://www.uij.com.tw/,,,
成興鑄造股份有限公司,建築工程業,林先生,鑄造業,06-3553366,2500萬元,06-3555426,50人,臺南市安南區政安路58號,http://www.tchs.com.tw/,,,
北海道生鮮超市_喜客來有限公司,量販流通相關業,陳先生,生鮮超市,06-5986996,3000萬元,06-5980779,150人,臺南市新化區中山路693之10號,https://m.facebook.com/baohidao8508/?ref=py_c,,,
佑昇精密有限公司,自動控制相關業,夏先生,自動控制相關業,06-2307472,500萬元,暫不提供,9人,臺南市歸仁區中正北路二段75巷38弄287號,https://www.yspm.com.tw,,,
震曜工程行,建築工程業,洪小姐,建築工程業,暫不提供,100萬元,暫不提供,28人,臺南市安南區仁安路41之1號,,,,
鉅康科技股份有限公司,其他相關製造業,謝先生,電子產品研發、生產,暫不提供,暫不提供,暫不提供,暫不提供,臺南市南區中華西路一段21-1號,http://www.netvox.com.tw,,,
誠恭汽車國際貿易股份有限公司,汽機車及其零配件╱用品零售業,暫不提供,汽車進出口貿易／零配件進出口,暫不提供,暫不提供,暫不提供,20人,暫不提供,,,,
遠橋環保服務顧問有限公司,環境衛生及污染防治服務業,暫不提供,環境衛生及污染防治服務業,暫不提供,50萬元,暫不提供,6人,暫不提供,https://fbescc.com/,,,
立翊國際有限公司,電子通訊／電腦週邊零售業,吳先生,電子通訊/3C週邊零售業/生活用品批發零售/露營用品批發零售,06-2006069,100萬元,06-2361730,14人,臺南市永康區中華二路340巷15弄10號,http://www.johnny-shop.com.tw/,,,
錠嵂保險經紀人股份有限公司_南二營業處(梁宜竹經理組),人身保險業,梁宜竹經理,人身保險及產物保險業,暫不提供,17億7167萬元,暫不提供,2200人,臺南市永康區中華路425號21F-1,https://www.lawbroker.com.tw/,,,
南山人壽保險股份有限公司_新營嘉泰通訊處(張康泰),人身保險業,暫不提供,人身保險業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.nanshanlife.com.tw,,,
中心牙醫診所,診所,暫不提供,牙醫診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,http://www.centeruniondental.com.tw,,,
海嘯水族貿易有限公司,寵物相關服務業,高先生,寵物相關服務業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市永康區北灣里大同街71號地下一層之1,,,,
